title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Middlemarch: The Series",tv,"Comedy, Drama, Romance",2017,tt6662498,4.6,20,"CA, US"
"Elizabeth and Margaret: Love and Loyalty",tv,Documentary,2020,tt14160744,7.5,521,"CA, US"
"I Survived a Crime",tv,Crime,2021,tt13471702,6.4,157,US
Calls,tv,"Animation, Drama, Horror",2021,tt9327706,7.7,7456,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"Legends of the Pharaohs",tv,Documentary,2021,tt14534474,8.2,63,US
,tv,,2018,,,,"GB, US"
"Dr. Brain",tv,"Drama, Mystery, Sci-Fi",2021,tt15758760,6.7,3037,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, US, VE, ZA"
"Murder in a Small Town",tv,"Crime, Documentary",2021,tt14129948,7.3,84,"GB, IE"
"The Barbarian and the Troll",tv,"Action, Adventure, Comedy",2021,tt12879112,7.7,389,"AR, BO, BR, CL, CO, CR, DO, EC, GB, GT, HN, IE, NI, PA, PE, PY, SV, VE"
,tv,,2017,,,,CA
"Wild Birds of Australia",tv,Documentary,2016,tt6416278,7.6,11,CA
"Undiscovered Vistas",tv,Documentary,2015,tt6416282,7.7,40,"CA, US"
"Marnow Murders",tv,"Crime, Drama, Mystery",2021,tt10598848,7.3,952,DE
Grace,tv,"Crime, Drama, Mystery",2021,tt11639300,7.4,8464,"AU, CA, US"
,tv,Documentary,2021,,,,"CA, US"
,tv,,2017,,,,US
"The Lost Symbol",tv,"Action, Adventure, Drama",2021,tt10478054,6.4,14383,AU
,tv,"Documentary, Crime",2017,,,,"GB, US"
"Lady in the Lake",tv,"Crime, Drama, Mystery",2024,tt14022668,6.1,7121,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"VH1 Family Reunion: Love & Hip Hop Edition",tv,Reality-TV,2021,tt14068812,6.8,66,US
Echos,tv,Drama,2021,tt13649100,5.1,146,"CA, US"
,tv,Reality,2020,,,,"AR, AT, AU, BO, BR, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"The Great Chelsea Garden Challenge",tv,Reality-TV,2015,tt12663112,8.8,8,"CA, US"
"Art, Passion & Power: The Story of the Royal Collection",tv,"Documentary, History",2018,tt8110806,8,38,"CA, US"
,tv,"Documentary, Reality",2021,,,,US
,tv,Documentary,2015,,,,CA
Betch,tv,Comedy,2015,tt5572438,6.6,98,US
"Deadly Disasters",tv,History,2020,tt12603770,,,DE
Smother,tv,"Crime, Drama, Mystery",2021,tt11719808,6.6,2304,NO
"America's Mississippi",tv,Documentary,2018,tt13923024,7.3,15,"AU, US"
"The Tourist",tv,"Action, Drama, Mystery",2022,tt11847842,7.1,31614,IN
"Confronting A Serial Killer",tv,"Biography, Crime, Documentary",2021,tt13847744,6,722,"BR, CL, CO, MX, US"
"SpongeBob DocuPants",tv,"Comedy, Documentary",2020,tt12762562,7.7,134,US
"Into the Wild: India",tv,Documentary,2018,tt11640164,8,22,US
Almania,tv,Comedy,2021,tt14600498,7,289,DE
"The Challenge: All Stars",tv,"Adventure, Game-Show, Reality-TV",2021,tt14257126,8.3,755,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"Shine True",tv,Documentary,2021,tt14043686,6.3,20,CA
"Secret Migrations",tv,Documentary,2018,tt10971578,8.8,7,"GB, US"
"Volcanic Odysseys",tv,Documentary,2015,tt6416254,7.4,41,"CA, US"
"Xploration Nature Knows Best",tv,"Documentary, Family",2016,tt6057002,8.5,19,"GB, US"
"Kangaroo Beach",tv,"Action, Adventure, Animation",2020,tt12769178,5.7,74,"GB, IE"
"Empires of Silver",tv,Documentary,2018,tt13416640,7.3,27,"GB, US"
"Barbapapa - One Big Happy Family",tv,Animation,2019,tt21223940,7.1,35,"AT, AU, CH, DE, GB, IE, IT"
"The Royal Wives of Windsor",tv,Documentary,2018,tt8370780,7.2,25,AU
,tv,,2021,,,,IN
,tv,,2016,,,,US
"Fresh Beat Band of Spies",tv,"Action, Adventure, Animation",2015,tt4791498,7,265,"AR, AU, BO, BR, CA, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"I am Syd Stone",tv,Drama,2020,tt10487858,7.1,505,CA
,tv,Documentary,2020,,,,"GB, US"
,tv,,2021,,,,"CA, US"
"CSI: Vegas",tv,"Crime, Drama, Mystery",2021,tt12887536,7.4,10270,"AT, AU, CA, CH, DE, FR, US"
"Joe Pickett",tv,"Drama, Western",2021,tt14271652,7.7,11456,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
,tv,,,,,,DE
"Fak Yaass",tv,Comedy,2019,tt8879566,6.5,85,CA
,tv,,2021,,,,IN
"Ancient Engineering",tv,Documentary,2021,tt23984846,7.7,25,"GB, US"
Intruder,tv,"Drama, Thriller",2021,tt13234384,4.7,1024,"CA, US"
ZIWE,tv,"Comedy, Talk-Show",2021,tt13437466,7,1215,US
"Run the World",tv,"Comedy, Drama",2021,tt11737794,6.4,1554,"BR, CL, CO, IN, MX"
"Rich House, Poor House Changed My Life",tv,Documentary,2021,tt14399024,,,AU
"The Problem with Jon Stewart",tv,"Comedy, Talk-Show",2021,tt15084142,7.3,2424,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, US, VE, ZA"
"Murder, They Hope",tv,"Comedy, Mystery",2021,tt14609542,6.3,708,"CA, US"
"The Crowded Room",tv,"Biography, Crime, Drama",2023,tt14417718,7.7,35797,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"The People vs the Klan",tv,Documentary,2021,tt14455934,8.2,135,DE
Pørni,tv,"Comedy, Drama",2021,tt12567072,8.1,3194,ES
"All You Need",tv,"Comedy, Drama",2021,tt14576708,6.8,455,DE
,tv,Documentary,2021,,,,"CA, US"
"The Smurfs",tv,"Adventure, Animation, Comedy",2021,tt14670820,6.4,501,"AR, AU, BO, BR, CL, CO, CR, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"The Buildings That Fought Hitler",tv,"Documentary, History",2021,tt14542132,6.9,34,US
"Now and Then",tv,"Crime, Drama, Mystery",2022,tt14509156,5.7,1053,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
,tv,Comedy,2014,,,,"CA, US"
,tv,Documentary,2021,,,,CA
"Drag Race España",tv,"Game-Show, Reality-TV",2021,tt13606528,8.6,3041,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"The Bite",tv,"Comedy, Drama, Horror",2021,tt13323626,6.8,1146,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Catfish UK",tv,Reality-TV,2021,tt14589246,4.9,281,"AR, AT, AU, BO, BR, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, VE"
Feral,tv,Drama,2016,tt6126964,6.7,166,CA
"NCIS: Hawai'i",tv,"Action, Adventure, Crime",2021,tt14218674,6.8,10371,"AT, AU, CA, CH, DE, US"
"1971: The Year That Music Changed Everything",tv,"Documentary, History, Music",2021,tt14544732,7.6,1835,"AG, AR, AT, AU, BE, BG, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, IE, IL, IT, JP, KR, LT, LU, LV, MD, MT, MU, MX, MZ, NI, NL, NO, NZ, PA, PE, PL, PT, PY, RU, SE, SI, SK, SV, TT, TW, UA, UG, US, VE, ZA"
"VH1 Couples Retreat",tv,Reality-TV,2021,tt14181884,4.9,52,US
"Murderous History",tv,History,2021,tt14547672,7.8,75,US
"Power Book III: Raising Kanan",tv,"Crime, Drama",2021,tt11761176,7.7,7015,"BR, CL, CO, IN, MX, US"
,tv,,2020,,,,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"My Life on MTV",tv,Documentary,2021,tt14548048,6.8,21,"AR, AU, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Cellmate Secrets",tv,Documentary,2020,tt14542660,7.8,67,"DE, US"
"Deadhouse Dark",tv,Horror,2020,tt10359820,5.3,418,"AU, CA, US"
"Hvide Sande",tv,"Crime, Drama",2021,tt12359250,6.6,1510,"AU, ES"
BoysTown,tv,Drama,2008,tt0421782,4.8,236,CA
"Family Law",tv,"Comedy, Crime, Drama",2021,tt11873484,7.3,2381,GB
"Mysteries of Evolution",tv,Documentary,2015,tt6416320,8.2,16,CA
"Spätzle arrabbiata - oder eine Hand wäscht die andere",tv,Crime,2021,tt14625084,6.7,44,DE
"Mr. Corman",tv,"Comedy, Drama",2021,tt10971064,6.5,6357,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
Veleno,tv,Documentary,2021,tt14497932,7.6,470,"CA, US"
"A Life in Ten Pictures",tv,Documentary,2021,tt16277384,8,39,"CA, US"
Rugrats,tv,"Adventure, Animation, Comedy",2021,tt8741368,4.2,1567,CA
"Hollington Drive",tv,"Drama, Thriller",2021,tt11917456,5.9,1977,"AU, CA, US"
"Hello Tomorrow!",tv,"Comedy, Drama, Sci-Fi",2023,tt14596212,6.3,6491,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"Elizabeth Smart: Finding Justice",tv,Documentary,2020,tt12813664,8.6,13,DE
"Three Families",tv,"Crime, Drama, Thriller",2021,tt14574156,7.6,759,"CA, US"
"The Me You Can't See",tv,"Documentary, Talk-Show",2021,tt14584186,5.6,2069,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
CripTales,tv,Drama,2020,tt13140284,7.1,35,US
Django,tv,"Drama, Western",2022,tt14084828,4.7,1668,IN
"The Pact",tv,"Drama, Mystery, Thriller",2021,tt13107070,6.9,4253,"IN, US"
"Mon Ange",tv,"Crime, Drama, Mystery",2021,tt14459842,6.4,119,"CA, GB, US"
,tv,Documentary,2020,,,,US
,tv,Documentary,2020,,,,US
"The Thing About Pam",tv,"Comedy, Crime, Drama",2022,tt13984270,7.2,11415,"GB, IE"
,tv,Reality,2014,,,,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Catfish Mexico: The TV Show",tv,Reality-TV,2018,tt8559932,6.7,8,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Catfish Brasil",tv,Reality-TV,2016,tt7054676,5.2,19,BR
,tv,Documentary,2019,,,,"GB, US"
"Hello, Jack! The Kindness Show",tv,Comedy,2021,tt14676680,6.7,141,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
,tv,,2020,,,,"CA, US"
Crossroads,tv,"Crime, Drama, Mystery",2021,tt14304084,6.6,239,"AU, GB"
Time,tv,"Crime, Drama",2021,tt13138834,8.2,28540,"CA, US"
"The Titans That Built America",tv,"Documentary, Drama",2021,tt14357532,8.1,367,US
Vigil,tv,"Crime, Drama, Mystery",2021,tt11846996,7.4,28879,"AU, IN"
"Favorite Places",tv,Reality-TV,2008,tt2908564,3.2,13,"CA, US"
"Cheetah in August",tv,"Drama, Romance",2015,tt3920378,6.3,437,"CA, US"
"Watch the Sound with Mark Ronson",tv,"Documentary, Music",2021,tt14482570,8,866,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"Anne Boleyn",tv,"Drama, History",2021,tt13406036,5.6,28358,US
"Before We Die",tv,"Crime, Thriller",2021,tt13125694,6.5,2717,NO
"New Scotland Yard Files",tv,"Crime, Documentary",2020,tt12106486,7.5,66,US
"Professor T",tv,"Crime, Drama, Mystery",2021,tt11981644,7.3,6515,AU
"Once Upon a Hamster",tv,"Adventure, Family",1995,tt1577407,8.5,57,US
"In the Footsteps of Killers",tv,"Crime, Documentary",2021,tt12511596,4.6,273,"CA, US"
,tv,,2020,,,,AU
"The Kings",tv,"Documentary, Sport",2021,tt14442878,8.2,487,US
,tv,,2021,,,,US
"Knock Knock Ghost",tv,Comedy,2014,tt5124168,6.8,172,"CA, US"
Trace,tv,"Crime, Mystery",2021,tt5533692,4.7,19,"CA, US"
,tv,"Documentary, Crime",2021,,,,"GB, IE"
Translation,tv,Talk-Show,2020,tt12879798,6.8,19,"CA, US"
"The Browns",tv,Comedy,2020,tt13229866,8,70,"CA, US"
"The Whole Package",tv,Reality-TV,2018,tt8240078,5.3,41,"CA, US"
"Ultimate Cowboy Showdown",tv,"Adventure, Reality-TV, Western",2019,tt11083102,8.5,203,US
,tv,Documentary,2019,,,,US
"Slo Pitch",tv,Comedy,2020,tt12256770,7.4,78,"CA, US"
,tv,Documentary,2015,,,,DE
"42 - Die Antwort auf fast alles",tv,Documentary,2021,tt15415042,8,24,"GB, US"
,tv,Documentary,2021,,,,US
Surface,tv,"Drama, Mystery, Thriller",2022,tt13694702,6.4,5314,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
UFO,tv,"Documentary, History, Mystery",2021,tt14866442,6.6,1416,"AU, US"
"The Real Manhunter",tv,Documentary,2021,tt14406672,7.2,168,"CA, US"
"Trigger Point",tv,"Action, Crime, Drama",2022,tt11958610,6.6,9166,US
,tv,,2021,,,,US
"Drag Race Italia",tv,"Game-Show, Reality-TV",2021,tt15940712,6.1,1359,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
"Murder at the Cottage: The Search for Justice for Sophie",tv,"Crime, Documentary",2021,tt13610226,6.8,601,US
"Yr Amgueddfa",tv,Drama,2021,tt14551712,6.5,111,"CA, US"
"My Lover, My Killer",tv,"Crime, Documentary",2021,tt14722418,6.1,418,US
Liaison,tv,"Drama, Thriller",2023,tt14792896,6.5,6126,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
,tv,Documentary,2021,,,,"AU, US"
,tv,Documentary,2021,,,,"GB, US"
,tv,,2020,,,,US
L'Opéra,tv,Drama,2021,tt13079194,7.5,415,CA
"The Box",tv,"Crime, Horror, Thriller",2021,tt13275654,3.8,494,US
Infiniti,tv,"Sci-Fi, Thriller",2022,tt14902026,6.6,1056,"ES, GB"
"La Brea",tv,"Drama, Mystery, Sci-Fi",2021,tt11640018,5.8,17663,"GB, IE"
"Diana's Decades",tv,Documentary,2021,tt14827322,6.6,33,"CA, US"
"Dark Winds",tv,"Crime, Drama, Mystery",2022,tt15017118,7.7,20005,"AU, CA, ES, US"
Paare,tv,Comedy,2015,tt4432300,6.5,71,DE
"AwesomenessTV's Next Influencer",tv,Reality-TV,2020,tt13918642,1.5,133,US
,tv,"Documentary, Crime",2020,,,,"CA, US"
"Adotada #TBT",tv,"Comedy, Reality-TV",2020,tt26656484,,,BR
"The Walking Dead: Origins",tv,Documentary,2021,tt15130518,7.5,1135,ES
"Secret Celebrity Renovation",tv,Reality-TV,2021,tt13836422,6.2,81,US
"The Untold Story",tv,Documentary,2019,tt10202960,7.5,31,"CA, GB, IE, US"
"Good Grief",tv,Comedy,2021,tt13820128,6.7,405,"CA, GB, US"
"Welcome to Flatch",tv,Comedy,2022,tt11447470,6.7,2720,"BR, CL, CO, MX"
"Eden: Untamed Planet",tv,Documentary,2021,tt14824518,8.3,348,US
"Antiques Uncovered",tv,History,2012,tt3039834,7.8,25,AU
"Who Were the Greeks?",tv,"Documentary, History",2013,tt6431092,7.6,32,"CA, US"
"The Birth of Empire: The East India Company",tv,"Documentary, History",2014,tt4321052,7.3,116,"CA, US"
,tv,,2017,,,,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
,tv,Documentary,2002,,,,US
,tv,Documentary,2014,,,,"CA, US"
,tv,Documentary,2014,,,,"CA, US"
"King George and Queen Mary: The Royals Who Rescued the Monarchy",tv,History,2012,tt2169031,8.2,62,"CA, US"
"Great Film Composers: The Music of the Movies",tv,Documentary,2019,tt26010188,7.7,10,US
,tv,,2019,,,,CA
,tv,"Drama, Crime",2021,,,,"GB, US"
Annika,tv,"Crime, Drama, Mystery",2021,tt13643704,7.2,9996,AU
"The History of Home",tv,Documentary,2020,tt15790590,7.2,16,"GB, US"
"True Colours",tv,Crime,2022,tt15175984,7,526,"CA, GB, US"
,tv,Documentary,2015,,,,"CA, US"
,tv,,2019,,,,"CA, US"
,tv,Comedy,2020,,,,"CA, US"
"Magpie Murders",tv,"Crime, Drama, Mystery",2022,tt13186264,7.6,7880,AU
"Bad Monkey",tv,"Comedy, Drama",2024,tt15203646,7.4,16397,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"The Ms. Pat Show",tv,"Comedy, Drama",2021,tt5960322,8.2,1295,US
"Castles: Britain's Fortified History",tv,Documentary,2014,tt6443302,7.9,34,"CA, US"
"The Face of Britain with Simon Schama",tv,Documentary,2015,tt5202200,7.1,17,"CA, US"
,tv,Documentary,2021,,,,"CA, US"
"Manhunt: The Railway Killers",tv,"Crime, Documentary",2021,tt15252746,7.2,68,"GB, IE"
"Man vs. History",tv,History,2021,tt15296486,7.5,44,US
"Invisible Monsters: Serial Killers in America",tv,"Crime, Documentary",2021,tt14923638,7.2,301,"DE, US"
"The Panthers",tv,Drama,2021,tt8810790,7.1,97,AU
,tv,Documentary,2009,,,,"CA, US"
"History's Greatest Escapes with Morgan Freeman",tv,Crime,2021,tt13329976,7.3,455,US
"I Survived A Serial Killer",tv,"Crime, Documentary",2021,tt18573358,7.4,113,"DE, US"
,tv,Comedy,2018,,,,"AT, CH, DE"
"Terror Lake Drive",tv,"Drama, Thriller",2020,tt11691262,5.3,200,US
"One Born Every Minute",tv,Reality-TV,2019,tt11569382,9.4,6,AU
"The New Adventures of Oggy",tv,"Adventure, Animation, Comedy",2021,tt11194006,6.4,85,"GB, IE"
"House of Maxwell",tv,Documentary,2022,tt19843094,7,185,"CA, US"
,tv,Documentary,2021,,,,"GB, US"
"Dexter: New Blood",tv,"Crime, Drama, Mystery",2021,tt14164730,8,108241,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"The Changeling",tv,"Drama, Fantasy, Horror",2023,tt8559532,5.8,6093,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
"Vh1's My True Crime Story",tv,Crime,2021,tt15088772,6.3,109,US
Pistol,tv,"Biography, Drama, Music",2022,tt13823494,7.6,8803,"BR, CL, CO, MX"
,tv,Documentary,2021,,,,US
Ridley,tv,"Crime, Drama, Mystery",2022,tt14772170,6.8,4116,"AU, NO"
"Campus Nightmares",tv,"Crime, Documentary",2014,tt3920548,6.1,13,US
Stephen,tv,"Crime, Drama, History",2021,tt15122138,7.4,1650,"AU, CA, US"
"Tom Swift",tv,"Drama, Mystery, Sci-Fi",2022,tt13475676,3.3,1739,AU
,tv,,2010,,,,"AU, US"
"The Balkans in Flames",tv,"Documentary, History, War",2021,tt24625588,7.2,22,"GB, US"
,tv,,2021,,,,"CA, US"
Reyka,tv,"Crime, Drama, Thriller",2021,tt10163204,6.5,1430,"CA, US"
"Les mégastructures romaines en Gaule",tv,"Documentary, History",2021,tt24178624,,,"GB, US"
"Tilly and Friends",tv,"Animation, Family",2012,tt2304858,7.5,28,DE
,tv,Documentary,2021,,,,"GB, IE"
"Playgrounds of the Rich and Famous",tv,Documentary,2021,tt15163782,7.5,13,"GB, IE"
,tv,"Documentary, Mystery",2021,,,,US
,tv,Documentary,2021,,,,US
Homefront,tv,Drama,2012,tt2421324,6.7,136,"CA, US"
"Wolfboy and the Everything Factory",tv,"Adventure, Animation, Comedy",2021,tt15389676,7.6,232,"AE, AG, AR, AT, AU, AZ, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CV, CY, CZ, DE, DK, DO, EC, EE, EG, ES, FI, FJ, FR, GB, GH, GR, GT, HK, HN, HU, ID, IE, IL, IN, IT, JO, JP, KR, LB, LT, LU, LV, MD, MT, MU, MX, MY, MZ, NI, NL, NO, NZ, OM, PA, PE, PH, PL, PT, PY, QA, RU, SA, SE, SG, SI, SK, SV, TH, TT, TW, UA, UG, US, VE, ZA"
,tv,"Documentary, Crime",2021,,,,"AU, CA, ES, US"
